# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
camera_0 0.7854696887914989 -0.3331606894784676 -0.18864222598120134 0.4862668336961459 -0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_0 camera_0.0_1.jpg
camera_0 0.7909911667209816 0.3198307410745796 0.21045244946637492 0.47723268721522843 0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_0 camera_0.0_2.jpg
camera_0 -0.007214084015010902 -0.8531744755668438 -0.5214421769127788 0.01180370151805928 -0.0017342567443847656 0.4298368990421295 0.2609589993953705 camera_0 camera_0.0_3.jpg
camera_0 0.9238795283293805 0.38268344246110436 0.0 0.0 0.0 0.0 0.41095900535583496 camera_0 camera_0.0_4.jpg
camera_0 0.7854696887914989 -0.3331606894784676 -0.18864222598120134 0.4862668336961459 -0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_0 camera_0.5235987755982988_1.jpg
camera_0 0.7909911667209816 0.3198307410745796 0.21045244946637492 0.47723268721522843 0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_0 camera_0.5235987755982988_2.jpg
camera_0 -0.007214084015010902 -0.8531744755668438 -0.5214421769127788 0.01180370151805928 -0.0017342567443847656 0.4298368990421295 0.2609589993953705 camera_0 camera_0.5235987755982988_3.jpg
camera_0 0.9238795283293805 0.38268344246110436 0.0 0.0 0.0 0.0 0.41095900535583496 camera_0 camera_0.5235987755982988_4.jpg
camera_1 0.7854696887914989 -0.3331606894784676 -0.18864222598120134 0.4862668336961459 -0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_1 camera_1.0471975511965976_1.jpg
camera_1 0.7909911667209816 0.3198307410745796 0.21045244946637492 0.47723268721522843 0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_1 camera_1.0471975511965976_2.jpg
camera_1 -0.007214084015010902 -0.8531744755668438 -0.5214421769127788 0.01180370151805928 -0.0017342567443847656 0.4298368990421295 0.2609589993953705 camera_1 camera_1.0471975511965976_3.jpg
camera_1 0.9238795283293805 0.38268344246110436 0.0 0.0 0.0 0.0 0.41095900535583496 camera_1 camera_1.0471975511965976_4.jpg
camera_1 0.7854696887914989 -0.3331606894784676 -0.18864222598120134 0.4862668336961459 -0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_1 camera_1.5707963267948966_1.jpg
camera_1 0.7909911667209816 0.3198307410745796 0.21045244946637492 0.47723268721522843 0.3066389858722687 -0.3070969879627228 0.2609589993953705 camera_1 camera_1.5707963267948966_2.jpg
camera_1 -0.007214084015010902 -0.8531744755668438 -0.5214421769127788 0.01180370151805928 -0.0017342567443847656 0.4298368990421295 0.2609589993953705 camera_1 camera_1.5707963267948966_3.jpg
camera_1 0.9238795283293805 0.38268344246110436 0.0 0.0 0.0 0.0 0.41095900535583496 camera_1 camera_1.5707963267948966_4.jpg
